Sense and Sensibility (1995),"Walk in the Clouds, A (1995)",Ed Wood (1994),"Adventures of Robin Hood, The (1938)",Mrs. Winterbourne (1996),Antonia's Line (1995),Carrie (1976),Speechless (1994),Crimson Tide (1995),"Affair to Remember, An (1957)"
"Magnificent Seven, The (1954)",Wyatt Earp (1994),Short Cuts (1993),"Jungle Book, The (1994)",Life with Mikey (1993),Air Force One (1997),Sliver (1993),Dream With the Fishes (1997),Washington Square (1997),Ponette (1996)
Star Trek IV: The Voyage Home (1986),Rosencrantz and Guildenstern Are Dead (1990),Arsenic and Old Lace (1944),"Silence of the Lambs, The (1991)",Star Trek III: The Search for Spock (1984),Jaws 2 (1978),"Designated Mourner, The (1997)",Star Trek: The Motion Picture (1979),Loch Ness (1995),Of Love and Shadows (1994)
"Eye of Vichy, The (Oeil de Vichy, L') (1993)",Two if by Sea (1996),Gordy (1995),Contact (1997),"Relic, The (1997)",Night Flier (1997),Eye for an Eye (1996),Chairman of the Board (1998),Brassed Off (1996),Striking Distance (1993)
Roman Holiday (1953),French Kiss (1995),Farinelli: il castrato (1994),"Remains of the Day, The (1993)","Adventures of Robin Hood, The (1938)",Air Force One (1997),Kolya (1996),Surviving the Game (1994),"Endless Summer 2, The (1994)",M (1931)
Ma vie en rose (My Life in Pink) (1997),Jason's Lyric (1994),James and the Giant Peach (1996),Bad Moon (1996),Tie Me Up! Tie Me Down! (1990),"Walk in the Clouds, A (1995)",M (1931),Back to the Future (1985),Three Colors: Red (1994),Dangerous Minds (1995)
Picture Perfect (1997),Tomorrow Never Dies (1997),"Rainmaker, The (1997)",Arsenic and Old Lace (1944),Miller's Crossing (1990),Leaving Las Vegas (1995),Being Human (1993),Ponette (1996),Rear Window (1954),Small Faces (1995)
Amistad (1997),Somewhere in Time (1980),"Rock, The (1996)",Children of the Revolution (1996),Paradise Lost: The Child Murders at Robin Hood Hills (1996),Daylight (1996),Dazed and Confused (1993),Blue Chips (1994),My Man Godfrey (1936),North (1994)
Firestorm (1998),Fire on the Mountain (1996),I Know What You Did Last Summer (1997),Fire Down Below (1997),Anna Karenina (1997),G.I. Jane (1997),Lord of Illusions (1995),Othello (1995),It Takes Two (1995),Mallrats (1995)
"Adventures of Robin Hood, The (1938)",Jerry Maguire (1996),"Very Natural Thing, A (1974)",Freeway (1996),Relative Fear (1994),Mary Shelley's Frankenstein (1994),Primary Colors (1998),"Walk in the Clouds, A (1995)",Rent-a-Kid (1995),Roommates (1995)
"Shawshank Redemption, The (1994)",My Family (1995),"Walk in the Clouds, A (1995)",Forget Paris (1995),"Terminator, The (1984)",Kids in the Hall: Brain Candy (1996),Interview with the Vampire (1994),"Paris, France (1993)","Flower of My Secret, The (Flor de mi secreto, La) (1995)",Love and Death on Long Island (1997)
Aliens (1986),Mary Poppins (1964),Cosi (1996),Relative Fear (1994),Grease (1978),Bent (1997),Kolya (1996),Kiss of Death (1995),Ayn Rand: A Sense of Life (1997),Don Juan DeMarco (1995)
Higher Learning (1995),"Secret Adventures of Tom Thumb, The (1993)",Jerry Maguire (1996),"Nightmare on Elm Street, A (1984)","Favor, The (1994)",My Crazy Life (Mi vida loca) (1993),"War, The (1994)",Gigi (1958),Raise the Red Lantern (1991),Trainspotting (1996)
Ransom (1996),Home Alone 3 (1997),Courage Under Fire (1996),Exotica (1994),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),"Relic, The (1997)",Tales from the Crypt Presents: Bordello of Blood (1996),"Philadelphia Story, The (1940)",Lightning Jack (1994),Conspiracy Theory (1997)
"People vs. Larry Flynt, The (1996)",Chasing Amy (1997),Good Will Hunting (1997),Secrets & Lies (1996),Lone Star (1996),Half Baked (1998),Titanic (1997),King of the Hill (1993),"Innocents, The (1961)",Boy's Life 2 (1997)
Miller's Crossing (1990),Batman (1989),Arsenic and Old Lace (1944),Blood For Dracula (Andy Warhol's Dracula) (1974),Waiting for Guffman (1996),Walking and Talking (1996),Forbidden Planet (1956),Beavis and Butt-head Do America (1996),"Getaway, The (1994)",Blue Chips (1994)
Contact (1997),"Long Kiss Goodnight, The (1996)",Chungking Express (1994),"Big Blue, The (Grand bleu, Le) (1988)",Batman (1989),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Evil Dead II (1987),"Big Green, The (1995)",Tetsuo II: Body Hammer (1992),"Baby-Sitters Club, The (1995)"
Chasing Amy (1997),Down by Law (1986),Bonnie and Clyde (1967),"Godfather, The (1972)","Ghost and Mrs. Muir, The (1947)",Rocket Man (1997),"Story of Xinghua, The (1993)",She's So Lovely (1997),Boys on the Side (1995),"Second Jungle Book: Mowgli & Baloo, The (1997)"
Dangerous Minds (1995),Two Much (1996),Midnight in the Garden of Good and Evil (1997),Henry V (1989),The Courtyard (1995),Just Cause (1995),Mary Reilly (1996),Reality Bites (1994),Ma vie en rose (My Life in Pink) (1997),"Air Up There, The (1994)"
"Godfather: Part II, The (1974)","Wizard of Oz, The (1939)",Nell (1994),"Philadelphia Story, The (1940)",Twilight (1998),Sunset Blvd. (1950),Once Upon a Time in America (1984),Stripes (1981),Warriors of Virtue (1997),"Scarlet Letter, The (1995)"
Small Faces (1995),"Cure, The (1995)","Babysitter, The (1995)",For Richer or Poorer (1997),Michael (1996),Last Summer in the Hamptons (1995),Rob Roy (1995),Operation Dumbo Drop (1995),Death in Brunswick (1991),Batman Returns (1992)
"Big Lebowski, The (1998)",Seven (Se7en) (1995),Back to the Future (1985),Baton Rouge (1988),Head Above Water (1996),Gigi (1958),Dead Presidents (1995),"Amityville Horror, The (1979)",Gaslight (1944),Bad Moon (1996)
"Jungle Book, The (1994)","Very Natural Thing, A (1974)",Meet John Doe (1941),Mediterraneo (1991),Exotica (1994),Meet Wally Sparks (1997),"Saint, The (1997)",Condition Red (1995),In the Mouth of Madness (1995),"African Queen, The (1951)"
"Hunt for Red October, The (1990)",Striptease (1996),Jade (1995),Daniel Defoe's Robinson Crusoe (1996),Crash (1996),"Line King: Al Hirschfeld, The (1996)",Rough Magic (1995),Vegas Vacation (1997),"Little Princess, A (1995)",Lone Star (1996)
Flesh and Bone (1993),Nikita (La Femme Nikita) (1990),"Doom Generation, The (1995)",So I Married an Axe Murderer (1993),Duck Soup (1933),"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)","Low Life, The (1994)",Shooting Fish (1997),Brothers in Trouble (1995),"Wings of the Dove, The (1997)"
Heat (1995),My Fellow Americans (1996),Raise the Red Lantern (1991),Lost in Space (1998),Con Air (1997),Death in Brunswick (1991),Herbie Rides Again (1974),Surviving the Game (1994),Across the Sea of Time (1995),Dolores Claiborne (1994)
"Smile Like Yours, A (1997)","Very Natural Thing, A (1974)",Sliding Doors (1998),Shiloh (1997),"Man from Down Under, The (1943)",Calendar Girl (1993),Telling Lies in America (1997),Just Cause (1995),Circle of Friends (1995),Down Periscope (1996)
Monty Python's Life of Brian (1979),Legends of the Fall (1994),Turbulence (1997),Little Lord Fauntleroy (1936),"Crow, The (1994)","Room with a View, A (1986)","Low Down Dirty Shame, A (1994)",Naked (1993),"Philadelphia Story, The (1940)","Three Musketeers, The (1993)"
"Godfather, The (1972)","Crying Game, The (1992)",Raiders of the Lost Ark (1981),King of the Hill (1993),"Princess Bride, The (1987)",Days of Thunder (1990),Inventing the Abbotts (1997),"Celluloid Closet, The (1995)",April Fool's Day (1986),Michael Collins (1996)
Grace of My Heart (1996),Cyclo (1995),Mary Poppins (1964),Highlander III: The Sorcerer (1994),It Takes Two (1995),"Three Caballeros, The (1945)",Benny & Joon (1993),Alien (1979),Scream (1996),"Very Brady Sequel, A (1996)"
Contact (1997),Cop Land (1997),L.A. Confidential (1997),Liar Liar (1997),Jaws 3-D (1983),Crows and Sparrows (1949),Jack (1996),Angel on My Shoulder (1946),Barcelona (1994),Supercop (1992)
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Forrest Gump (1994),Dead Man (1995),"African Queen, The (1951)",Shopping (1994),"Air Up There, The (1994)",Enchanted April (1991),Jerry Maguire (1996),"Juror, The (1996)","Great White Hype, The (1996)"
Fly Away Home (1996),Contact (1997),"Ice Storm, The (1997)",Mina Tannenbaum (1994),"Full Monty, The (1997)","Jerky Boys, The (1994)",Widows' Peak (1994),"Secret Adventures of Tom Thumb, The (1993)",Nelly & Monsieur Arnaud (1995),"Adventures of Pinocchio, The (1996)"
"Sweet Hereafter, The (1997)",House Party 3 (1994),Girl 6 (1996),"American President, The (1995)",Sliding Doors (1998),Down Periscope (1996),Desperate Measures (1998),"Apartment, The (1960)",Kundun (1997),"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
"Apostle, The (1997)",An Unforgettable Summer (1994),Telling Lies in America (1997),My Crazy Life (Mi vida loca) (1993),Tom & Viv (1994),Spirits of the Dead (Tre passi nel delirio) (1968),"Fish Called Wanda, A (1988)",Mrs. Dalloway (1997),Alien: Resurrection (1997),My Favorite Season (1993)
Boys in Venice (1996),Swept from the Sea (1997),"Walk in the Sun, A (1945)","African Queen, The (1951)",Losing Isaiah (1995),Faces (1968),"Cement Garden, The (1993)","Adventures of Robin Hood, The (1938)",Being Human (1993),"Red Firecracker, Green Firecracker (1994)"
Good Will Hunting (1997),Dead Poets Society (1989),"Shining, The (1980)",Congo (1995),Exotica (1994),Getting Away With Murder (1996),"Trigger Effect, The (1996)",Switchback (1997),Mondo (1996),"Godfather, The (1972)"
Con Air (1997),Platoon (1986),Twelve Monkeys (1995),My Own Private Idaho (1991),Home Alone 3 (1997),"River Wild, The (1994)",I'm Not Rappaport (1996),Field of Dreams (1989),Heat (1995),Blue Sky (1994)
Star Wars (1977),"Sound of Music, The (1965)",Chasing Amy (1997),Tin Cup (1996),"Cure, The (1995)",Safe Passage (1994),Dark City (1998),Disclosure (1994),Curdled (1996),Forrest Gump (1994)
GoodFellas (1990),Stargate (1994),On Golden Pond (1981),Desperate Measures (1998),"Aristocats, The (1970)",Sabrina (1995),"Lawnmower Man, The (1992)",Monty Python's Life of Brian (1979),Bad Girls (1994),Bent (1997)
Carlito's Way (1993),"Apartment, The (1960)","Mirror Has Two Faces, The (1996)",Michael (1996),Wes Craven's New Nightmare (1994),Sliding Doors (1998),Faces (1968),Tom & Viv (1994),"Cure, The (1995)",Jimmy Hollywood (1994)
2001: A Space Odyssey (1968),"Fifth Element, The (1997)","Big Green, The (1995)",Down Periscope (1996),Fly Away Home (1996),Cliffhanger (1993),Fargo (1996),"Lay of the Land, The (1997)","Killing Fields, The (1984)",Tough and Deadly (1995)
"Godfather, The (1972)",Starship Troopers (1997),Mystery Science Theater 3000: The Movie (1996),"People vs. Larry Flynt, The (1996)",Kundun (1997),2001: A Space Odyssey (1968),Golden Earrings (1947),Soul Food (1997),Gold Diggers: The Secret of Bear Mountain (1995),Grosse Pointe Blank (1997)
"Hungarian Fairy Tale, A (1987)",Top Hat (1935),Killing Zoe (1994),Jerry Maguire (1996),"House of the Spirits, The (1993)",Relative Fear (1994),"Adventures of Robin Hood, The (1938)",Canadian Bacon (1994),Just Cause (1995),Jupiter's Wife (1994)
To Kill a Mockingbird (1962),All About Eve (1950),"Secret of Roan Inish, The (1994)",This Is Spinal Tap (1984),"Crying Game, The (1992)",Hush (1998),Higher Learning (1995),Mr. Jones (1993),Swimming with Sharks (1995),Mother Night (1996)
Sense and Sensibility (1995),Priest (1994),Trial and Error (1997),Ghost (1990),"Joy Luck Club, The (1993)","Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)","Beans of Egypt, Maine, The (1994)",Ill Gotten Gains (1997),"Underneath, The (1995)",Funny Face (1957)
"Sword in the Stone, The (1963)",Return of the Jedi (1983),"Lost World: Jurassic Park, The (1997)",In the Name of the Father (1993),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Audrey Rose (1977),McHale's Navy (1997),Bride of Frankenstein (1935),Cosi (1996),"Designated Mourner, The (1997)"
Citizen Kane (1941),"Postino, Il (1994)",Die Hard (1988),Glory (1989),Little City (1998),Ghost (1990),Giant (1956),Speed 2: Cruise Control (1997),Before Sunrise (1995),Contact (1997)
Love Jones (1997),Money Talks (1997),Metisse (Caf_au Lait) (1993),My Favorite Season (1993),All About Eve (1950),Frankie Starlight (1995),Surviving the Game (1994),"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Enchanted April (1991),Marlene Dietrich: Shadow and Light (1996) 
"Fugitive, The (1993)",Faster Pussycat! Kill! Kill! (1965),"Air Up There, The (1994)",Hedd Wyn (1992),Ayn Rand: A Sense of Life (1997),"Game, The (1997)",Ed Wood (1994),Bent (1997),Death in Brunswick (1991),Naked (1993)
Fathers' Day (1997),"Truth About Cats & Dogs, The (1996)",How to Be a Player (1997),Hercules (1997),Contact (1997),"Wrong Trousers, The (1993)","Hour of the Pig, The (1993)","Old Man and the Sea, The (1958)",Braindead (1992),Fargo (1996)
Top Gun (1986),Forrest Gump (1994),Alien: Resurrection (1997),Far From Home: The Adventures of Yellow Dog (1995),Reality Bites (1994),Swimming with Sharks (1995),On Golden Pond (1981),Once Upon a Time in the West (1969),I.Q. (1994),Anna (1996)
Jerry Maguire (1996),Face/Off (1997),Fall (1997),Money Talks (1997),Multiplicity (1996),Richie Rich (1994),Nil By Mouth (1997),North (1994),Celtic Pride (1996),"Portrait of a Lady, The (1996)"
To Kill a Mockingbird (1962),Casablanca (1942),C'est arriv_près de chez vous (1992),Angela (1995),Kids in the Hall: Brain Candy (1996),Winnie the Pooh and the Blustery Day (1968),Marvin's Room (1996),Cop Land (1997),Cyclo (1995),Blood For Dracula (Andy Warhol's Dracula) (1974)
"Last of the Mohicans, The (1992)",Kolya (1996),The Courtyard (1995),Sliding Doors (1998),"Lawnmower Man, The (1992)",Hard Rain (1998),Maya Lin: A Strong Clear Vision (1994),"Air Up There, The (1994)",Mary Reilly (1996),"Great White Hype, The (1996)"
Blade Runner (1982),Wend Kuuni (God's Gift) (1982),"Relic, The (1997)","Big Green, The (1995)",Heavy (1995),Courage Under Fire (1996),Kundun (1997),GoldenEye (1995),Seven Years in Tibet (1997),"Beautician and the Beast, The (1997)"
Tom & Viv (1994),Herbie Rides Again (1974),Wyatt Earp (1994),"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Terminator 2: Judgment Day (1991),"Hudsucker Proxy, The (1994)",Power 98 (1995),"Sweet Hereafter, The (1997)","African Queen, The (1951)","Cure, The (1995)"
G.I. Jane (1997),"Edge, The (1997)","Smile Like Yours, A (1997)",Hercules (1997),"Princess Bride, The (1987)",Father of the Bride (1950),Kolya (1996),Private Benjamin (1980),"Women, The (1939)",Muppet Treasure Island (1996)
Men in Black (1997),"Man of No Importance, A (1994)",Star Wars (1977),Ed Wood (1994),Mary Reilly (1996),Gigi (1958),"Adventures of Robin Hood, The (1938)","Abyss, The (1989)","Bewegte Mann, Der (1994)",Matilda (1996)
"Silence of the Lambs, The (1991)",Clear and Present Danger (1994),Fantasia (1940),Dead Man Walking (1995),Home for the Holidays (1995),"Promesse, La (1996)",Nosferatu a Venezia (1986),Gordy (1995),"Big Green, The (1995)",Hurricane Streets (1998)
Desperate Measures (1998),"African Queen, The (1951)",Amityville II: The Possession (1982),Tomorrow Never Dies (1997),"Mighty, The (1998)",JLG/JLG - autoportrait de décembre (1994),Two Much (1996),This Is Spinal Tap (1984),"Professional, The (1994)",Girl 6 (1996)
Night of the Living Dead (1968),Terminator 2: Judgment Day (1991),"Air Up There, The (1994)",Assassins (1995),Pulp Fiction (1994),Shopping (1994),Enchanted April (1991),Anna Karenina (1997),Being Human (1993),Waiting for Guffman (1996)
Apollo 13 (1995),"American President, The (1995)",Miracle on 34th Street (1994),Kundun (1997),Trial and Error (1997),"Client, The (1994)",Secrets & Lies (1996),Eraser (1996),Rudy (1993),Sphere (1998)
"Ice Storm, The (1997)",Psycho (1960),Bed of Roses (1996),"Doom Generation, The (1995)",Wild Things (1998),"Damsel in Distress, A (1937)",Amityville 1992: It's About Time (1992),Death and the Maiden (1994),"Brady Bunch Movie, The (1995)",Richie Rich (1994)
Rob Roy (1995),Miami Rhapsody (1995),"Room with a View, A (1986)",Duoluo tianshi (1995),Michael (1996),"Silence of the Lambs, The (1991)",Switchblade Sisters (1975),Romeo Is Bleeding (1993),Belle de jour (1967),Sunset Park (1996)
Fallen (1998),"Edge, The (1997)",Top Hat (1935),When the Cats Away (Chacun cherche son chat) (1996),"Murder, My Sweet (1944)",Amityville: A New Generation (1993),Houseguest (1994),Switchback (1997),"Arrival, The (1996)","Bridges of Madison County, The (1995)"
Men in Black (1997),Kansas City (1996),Top Gun (1986),Children of the Corn: The Gathering (1996),"Quiet Man, The (1952)",Bitter Sugar (Azucar Amargo) (1996),Swimming with Sharks (1995),Crows and Sparrows (1949),Miller's Crossing (1990),"Pillow Book, The (1995)"
Titanic (1997),"Peacemaker, The (1997)",Jimmy Hollywood (1994),Faces (1968),Mrs. Parker and the Vicious Circle (1994),"Last Supper, The (1995)",Men in Black (1997),My Man Godfrey (1936),"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Homeward Bound: The Incredible Journey (1993)
Back to the Future (1985),"Great White Hype, The (1996)",Forrest Gump (1994),Late Bloomers (1996),Mother Night (1996),Marlene Dietrich: Shadow and Light (1996) ,Bent (1997),Meet John Doe (1941),"Sweet Hereafter, The (1997)","Slingshot, The (1993)"
"39 Steps, The (1935)",Breakfast at Tiffany's (1961),"Crying Game, The (1992)","Celluloid Closet, The (1995)",Nobody's Fool (1994),Men With Guns (1997),Fear of a Black Hat (1993),McHale's Navy (1997),Picture Perfect (1997),It's a Wonderful Life (1946)
Somebody to Love (1994),Sliding Doors (1998),Aiqing wansui (1994),"African Queen, The (1951)",Down Periscope (1996),Meet Wally Sparks (1997),"Tango Lesson, The (1997)","Pyromaniac's Love Story, A (1995)",Venice/Venice (1992),Wes Craven's New Nightmare (1994)
"Godfather, The (1972)",Dead Man Walking (1995),Beautiful Thing (1996),Burnt Offerings (1976),Sling Blade (1996),"Invitation, The (Zaproszenie) (1986)",Getting Away With Murder (1996),Homage (1995),"Game, The (1997)","Fugitive, The (1993)"
Bent (1997),Mother Night (1996),Higher Learning (1995),Raise the Red Lantern (1991),Face/Off (1997),Forrest Gump (1994),Stargate (1994),Jefferson in Paris (1995),Paris Was a Woman (1995),Hedd Wyn (1992)
Duck Soup (1933),"Clockwork Orange, A (1971)",Annie Hall (1977),Johns (1996),Dial M for Murder (1954),When We Were Kings (1996),Year of the Horse (1997),"Truman Show, The (1998)","Davy Crockett, King of the Wild Frontier (1955)",Dead Presidents (1995)
It's a Wonderful Life (1946),Star Wars (1977),Rear Window (1954),Addams Family Values (1993),Strange Days (1995),"Man in the Iron Mask, The (1998)",Braveheart (1995),Flubber (1997),Before the Rain (Pred dozhdot) (1994),"Room with a View, A (1986)"
Raging Bull (1980),Delicatessen (1991),Amadeus (1984),Audrey Rose (1977),Alice in Wonderland (1951),That Old Feeling (1997),Tie Me Up! Tie Me Down! (1990),Foreign Correspondent (1940),Ruby in Paradise (1993),Persuasion (1995)
"Treasure of the Sierra Madre, The (1948)",Apollo 13 (1995),Mary Reilly (1996),Platoon (1986),French Kiss (1995),Eat Drink Man Woman (1994),"Road to Wellville, The (1994)",Sense and Sensibility (1995),Coldblooded (1995),Scream (1996)
Wings of Desire (1987),"Silence of the Lambs, The (1991)",My Family (1995),Gattaca (1997),Fargo (1996),Ulee's Gold (1997),Diva (1981),"Fugitive, The (1993)",For Love or Money (1993),Wild America (1997)
"Air Up There, The (1994)",Sliding Doors (1998),Desperado (1995),Carlito's Way (1993),"Chamber, The (1996)",Dead Man (1995),"Walk in the Clouds, A (1995)","Omen, The (1976)","Baby-Sitters Club, The (1995)",Private Benjamin (1980)
Forrest Gump (1994),Ed Wood (1994),Fargo (1996),Assassins (1995),Raw Deal (1948),Laura (1944),Hercules (1997),Boomerang (1992),Rocket Man (1997),Days of Thunder (1990)
"Death in the Garden (Mort en ce jardin, La) (1956)",Grease (1978),"Endless Summer 2, The (1994)","Apartment, The (1960)",Sliding Doors (1998),Dangerous Minds (1995),"Scarlet Letter, The (1926)",Bent (1997),"Jungle Book, The (1994)","Nightmare on Elm Street, A (1984)"
Set It Off (1996),Snow White and the Seven Dwarfs (1937),As Good As It Gets (1997),"Silence of the Lambs, The (1991)",While You Were Sleeping (1995),Small Faces (1995),S.F.W. (1994),Forrest Gump (1994),Monty Python's Life of Brian (1979),Before the Rain (Pred dozhdot) (1994)
Rear Window (1954),Star Trek: First Contact (1996),"Portrait of a Lady, The (1996)",Stand by Me (1986),"Great Race, The (1965)",Arsenic and Old Lace (1944),Four Rooms (1995),Getting Away With Murder (1996),"Time to Kill, A (1996)","Madness of King George, The (1994)"
Wag the Dog (1997),Angela (1995),It Takes Two (1995),"Cook the Thief His Wife & Her Lover, The (1989)",Belle de jour (1967),Jaws 2 (1978),Clear and Present Danger (1994),"Game, The (1997)",Ladybird Ladybird (1994),Incognito (1997)
First Kid (1996),"Adventures of Pinocchio, The (1996)","Princess Bride, The (1987)","Big Sleep, The (1946)",Night of the Living Dead (1968),Good Will Hunting (1997),Boys on the Side (1995),"Awfully Big Adventure, An (1995)",Body Snatchers (1993),"Modern Affair, A (1995)"
2001: A Space Odyssey (1968),Star Trek IV: The Voyage Home (1986),Calendar Girl (1993),"Locusts, The (1997)","Red Firecracker, Green Firecracker (1994)",Bogus (1996),Heidi Fleiss: Hollywood Madam (1995) ,Go Fish (1994),In Love and War (1996),Hedd Wyn (1992)
"Fugitive, The (1993)",It Happened One Night (1934),M*A*S*H (1970),Lawrence of Arabia (1962),House Arrest (1996),Feast of July (1995),Stand by Me (1986),Little Buddha (1993),Rob Roy (1995),Angels and Insects (1995)
Night on Earth (1991),"Wizard of Oz, The (1939)",Body Parts (1991),Surviving the Game (1994),Butch Cassidy and the Sundance Kid (1969),Grosse Fatigue (1994),Nelly & Monsieur Arnaud (1995),Hearts and Minds (1996),Manon of the Spring (Manon des sources) (1986),Arsenic and Old Lace (1944)
Forrest Gump (1994),In the Army Now (1994),Mother Night (1996),Underground (1995),Batman Returns (1992),Wag the Dog (1997),"Indian in the Cupboard, The (1995)","Death in the Garden (Mort en ce jardin, La) (1956)",Paris Was a Woman (1995),How to Be a Player (1997)
Rosewood (1997),Germinal (1993),Eve's Bayou (1997),Deep Rising (1998),"Amityville Horror, The (1979)",Romeo Is Bleeding (1993),Angel and the Badman (1947),Miracle on 34th Street (1994),Contact (1997),Beyond Rangoon (1995)
Scream (1996),"Wizard of Oz, The (1939)",Waiting for Guffman (1996),Real Genius (1985),"Show, The (1995)",Everyone Says I Love You (1996),Manon of the Spring (Manon des sources) (1986),Days of Thunder (1990),Rough Magic (1995),"Time to Kill, A (1996)"
2001: A Space Odyssey (1968),Jurassic Park (1993),"American in Paris, An (1951)",Breakdown (1997),Restoration (1995),Raiders of the Lost Ark (1981),"Crucible, The (1996)","Philadelphia Story, The (1940)",Forrest Gump (1994),Love and Death on Long Island (1997)
Maya Lin: A Strong Clear Vision (1994),"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Getting Away With Murder (1996),Crash (1996),Lost Highway (1997),Apt Pupil (1998),Eddie (1996),Boy's Life 2 (1997),"Awfully Big Adventure, An (1995)",Bent (1997)
Hoop Dreams (1994),Jaws 3-D (1983),Clueless (1995),"Third Man, The (1949)",GoodFellas (1990),Death in Brunswick (1991),"Wedding Singer, The (1998)",Touch of Evil (1958),Feeling Minnesota (1996),Stag (1997)
Desperado (1995),Fargo (1996),"Big Blue, The (Grand bleu, Le) (1988)",Flesh and Bone (1993),Mortal Kombat (1995),Widows' Peak (1994),Billy Madison (1995),Hamlet (1996),"Princess Bride, The (1987)",I'm Not Rappaport (1996)
Back to the Future (1985),Maya Lin: A Strong Clear Vision (1994),Carrington (1995),"Cowboy Way, The (1994)","Bewegte Mann, Der (1994)","Wedding Singer, The (1998)",Kissed (1996),"African Queen, The (1951)",Stargate (1994),Bent (1997)
"African Queen, The (1951)",Spawn (1997),Sliding Doors (1998),"Death in the Garden (Mort en ce jardin, La) (1956)",Calendar Girl (1993),In the Mouth of Madness (1995),"Secret of Roan Inish, The (1994)",Ayn Rand: A Sense of Life (1997),"Air Up There, The (1994)","War Room, The (1993)"
Trainspotting (1996),Margaret's Museum (1995),I Know What You Did Last Summer (1997),Fantasia (1940),Pharaoh's Army (1995),Critical Care (1997),One Night Stand (1997),"Room with a View, A (1986)","Big Squeeze, The (1996)","Lion King, The (1994)"
Stargate (1994),Raise the Red Lantern (1991),"Manchurian Candidate, The (1962)",Jean de Florette (1986),Paris Was a Woman (1995),Picnic (1955),"Thin Blue Line, The (1988)",Wes Craven's New Nightmare (1994),Unhook the Stars (1996),Strictly Ballroom (1992)
"Peacemaker, The (1997)",Shadow Conspiracy (1997),Forrest Gump (1994),Grateful Dead (1995),Jimmy Hollywood (1994),"Pagemaster, The (1994)",Girls Town (1996),Curdled (1996),Small Faces (1995),House Party 3 (1994)
GoodFellas (1990),Jaws (1975),Air Force One (1997),Real Genius (1985),Return of the Jedi (1983),Terminator 2: Judgment Day (1991),Son in Law (1993),"Next Karate Kid, The (1994)",Bean (1997),One Fine Day (1996)
Contact (1997),As Good As It Gets (1997),Kiss the Girls (1997),Dave (1993),"English Patient, The (1996)",Lost Horizon (1937),Two Deaths (1995),Blade Runner (1982),National Lampoon's Senior Trip (1995),"Hudsucker Proxy, The (1994)"
Persuasion (1995),Kissed (1996),"Air Up There, The (1994)","Favor, The (1994)",Kolya (1996),Desperate Measures (1998),Ayn Rand: A Sense of Life (1997),Ill Gotten Gains (1997),Body Parts (1991),Kiss the Girls (1997)
"Walking Dead, The (1995)",Nightwatch (1997),Bogus (1996),Deceiver (1997),"Aristocats, The (1970)","Eighth Day, The (1996)",In the Mouth of Madness (1995),Hugo Pool (1997),"Nightmare on Elm Street, A (1984)",Angels and Insects (1995)
Titanic (1997),Night of the Living Dead (1968),Good Will Hunting (1997),"Jackal, The (1997)","Third Man, The (1949)","Relic, The (1997)",Night Falls on Manhattan (1997),Flirt (1995),"Apostle, The (1997)","Browning Version, The (1994)"
Star Trek: First Contact (1996),Annie Hall (1977),"Young Poisoner's Handbook, The (1995)",Screamers (1995),Sunset Blvd. (1950),Angus (1995),Welcome to the Dollhouse (1995),Somebody to Love (1994),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Big Night (1996)
"Wizard of Oz, The (1939)","Sweet Hereafter, The (1997)",Short Cuts (1993),Swept from the Sea (1997),Hoodlum (1997),Unforgettable (1996),Blink (1994),"Specialist, The (1994)","Lay of the Land, The (1997)",Flesh and Bone (1993)
Titanic (1997),Death in Brunswick (1991),Menace II Society (1993),Telling Lies in America (1997),Blood Beach (1981),Dead Poets Society (1989),Nico Icon (1995),"Bewegte Mann, Der (1994)","Tango Lesson, The (1997)",Mars Attacks! (1996)
Citizen Kane (1941),Lawrence of Arabia (1962),"Postino, Il (1994)",Unhook the Stars (1996),Breakdown (1997),Kama Sutra: A Tale of Love (1996),Nick of Time (1995),Dead Man (1995),"Young Poisoner's Handbook, The (1995)",My Fellow Americans (1996)
Destiny Turns on the Radio (1995),Desperate Measures (1998),"Perfect Candidate, A (1996)","Maltese Falcon, The (1941)",Things to Do in Denver when You're Dead (1995),Rosencrantz and Guildenstern Are Dead (1990),"Room with a View, A (1986)",Flesh and Bone (1993),Bulletproof (1996),Batman Forever (1995)
"Game, The (1997)",L.A. Confidential (1997),Midnight in the Garden of Good and Evil (1997),Little Big League (1994),Contact (1997),City of Angels (1998),2001: A Space Odyssey (1968),Ed (1996),Ruby in Paradise (1993),Miami Rhapsody (1995)
