Mighty Aphrodite (1995),Hamlet (1996),"Getaway, The (1994)","Unbearable Lightness of Being, The (1988)",Wings of Desire (1987),When a Man Loves a Woman (1994),Young Frankenstein (1974),Albino Alligator (1996),"Woman in Question, The (1950)",Disclosure (1994)
Batman & Robin (1997),"Unbearable Lightness of Being, The (1988)",Enchanted April (1991),"Horse Whisperer, The (1998)",Poison Ivy II (1995),Firestorm (1998),Hotel de Love (1996),Once Upon a Time in America (1984),Once Were Warriors (1994),"Love Bug, The (1969)"
Grumpier Old Men (1995),Flipper (1996),Star Trek: First Contact (1996),Dream With the Fishes (1997),Star Wars (1977),Dolores Claiborne (1994),"Adventures of Priscilla, Queen of the Desert, The (1994)",Buddy (1997),Farmer & Chase (1995),His Girl Friday (1940)
Evil Dead II (1987),Bob Roberts (1992),Mallrats (1995),For Richer or Poorer (1997),Delicatessen (1991),Black Beauty (1994),"City of Lost Children, The (1995)",Phenomenon (1996),It Takes Two (1995),Alien 3 (1992)
Body Snatchers (1993),Vampire in Brooklyn (1995),Delta of Venus (1994),"Colonel Chabert, Le (1994)",Tom & Viv (1994),Conspiracy Theory (1997),Rebel Without a Cause (1955),U Turn (1997),"Modern Affair, A (1995)",Mr. Jones (1993)
"Rock, The (1996)",Full Metal Jacket (1987),Rosewood (1997),I Shot Andy Warhol (1996),"Substance of Fire, The (1996)",Wolf (1994),"Steal Big, Steal Little (1995)",Clean Slate (1994),Nina Takes a Lover (1994),Miller's Crossing (1990)
Devil in a Blue Dress (1995),Fear (1996),Conspiracy Theory (1997),Touch of Evil (1958),When a Man Loves a Woman (1994),Another Stakeout (1993),Young Frankenstein (1974),Rosencrantz and Guildenstern Are Dead (1990),Speed (1994),Angela (1995)
"Substance of Fire, The (1996)",Tom & Viv (1994),Delicatessen (1991),2001: A Space Odyssey (1968),"Reluctant Debutante, The (1958)",Warriors of Virtue (1997),Devil in a Blue Dress (1995),Nobody's Fool (1994),Grease 2 (1982),Little Women (1994)
Reckless (1995),Clean Slate (1994),Die Hard (1988),Smilla's Sense of Snow (1997),Until the End of the World (Bis ans Ende der Welt) (1991),Shopping (1994),It's My Party (1995),Alice in Wonderland (1951),Destiny Turns on the Radio (1995),Funny Face (1957)
Conspiracy Theory (1997),Full Speed (1996),Tokyo Fist (1995),"Substance of Fire, The (1996)",Being Human (1993),Duoluo tianshi (1995),Terminator 2: Judgment Day (1991),Wild America (1997),Richie Rich (1994),"Empire Strikes Back, The (1980)"
Delta of Venus (1994),Copycat (1995),Shopping (1994),Devil in a Blue Dress (1995),Nina Takes a Lover (1994),Bitter Moon (1992),"Hunted, The (1995)",Young Guns (1988),Monty Python and the Holy Grail (1974),Angel and the Badman (1947)
Batman & Robin (1997),Dunston Checks In (1996),His Girl Friday (1940),Naked (1993),"Time to Kill, A (1996)",Jane Eyre (1996),Girl in the Cadillac (1995),Lashou shentan (1992),Etz Hadomim Tafus (Under the Domin Tree) (1994),"Omen, The (1976)"
Love and Death on Long Island (1997),Pushing Hands (1992),"39 Steps, The (1935)",E.T. the Extra-Terrestrial (1982),Lost Horizon (1937),Annie Hall (1977),3 Ninjas: High Noon At Mega Mountain (1998),"Great Day in Harlem, A (1994)",Flirting With Disaster (1996),"Thin Blue Line, The (1988)"
Mighty Aphrodite (1995),Delta of Venus (1994),Short Cuts (1993),Vampire in Brooklyn (1995),Devil in a Blue Dress (1995),Tom & Viv (1994),Rudy (1993),Meet Wally Sparks (1997),Conspiracy Theory (1997),"Funeral, The (1996)"
Devil in a Blue Dress (1995),Bulletproof (1996),Delta of Venus (1994),Beauty and the Beast (1991),Shopping (1994),"Colonel Chabert, Le (1994)",Brother Minister: The Assassination of Malcolm X (1994),Another Stakeout (1993),Conspiracy Theory (1997),Waiting for Guffman (1996)
Devil in a Blue Dress (1995),Copycat (1995),Pink Floyd - The Wall (1982),Maximum Risk (1996),"Swan Princess, The (1994)",Titanic (1997),"Search for One-eye Jimmy, The (1996)",Withnail and I (1987),"Pompatus of Love, The (1996)",Picture Perfect (1997)
Delta of Venus (1994),Tom & Viv (1994),Devil in a Blue Dress (1995),Two Bits (1995),"First Wives Club, The (1996)","Journey of August King, The (1995)",Shopping (1994),"Big Sleep, The (1946)",Pharaoh's Army (1995),Nina Takes a Lover (1994)
Delta of Venus (1994),G.I. Jane (1997),Naked (1993),Night Falls on Manhattan (1997),James and the Giant Peach (1996),Fear (1996),"Murder, My Sweet (1944)",Amadeus (1984),Eraser (1996),Angel and the Badman (1947)
"Leading Man, The (1996)","Substance of Fire, The (1996)",Another Stakeout (1993),Stuart Saves His Family (1995),Alice in Wonderland (1951),"Game, The (1997)","Nightmare on Elm Street, A (1984)",Shopping (1994),Groundhog Day (1993),"Hunted, The (1995)"
"Shawshank Redemption, The (1994)",My Family (1995),Pete's Dragon (1977),Wings of Desire (1987),Feeling Minnesota (1996),"Walk in the Clouds, A (1995)",Dave (1993),For Whom the Bell Tolls (1943),Primary Colors (1998),Marked for Death (1990)
Rudy (1993),Touch of Evil (1958),National Lampoon's Senior Trip (1995),Conspiracy Theory (1997),Mighty Aphrodite (1995),Full Metal Jacket (1987),Ghost in the Shell (Kokaku kidotai) (1995),"Substance of Fire, The (1996)",Fear (1996),"Simple Twist of Fate, A (1994)"
Devil in a Blue Dress (1995),Another Stakeout (1993),Tom & Viv (1994),"Substance of Fire, The (1996)",Brother Minister: The Assassination of Malcolm X (1994),"Slingshot, The (1993)",Hard Eight (1996),When a Man Loves a Woman (1994),Shopping (1994),Delta of Venus (1994)
Ransom (1996),Space Jam (1996),Drunks (1995),Vampire in Brooklyn (1995),For the Moment (1994),Blood & Wine (1997),Scream 2 (1997),Twister (1996),Amadeus (1984),Angel Baby (1995)
Delta of Venus (1994),Titanic (1997),Reckless (1995),So I Married an Axe Murderer (1993),Body Snatchers (1993),Nina Takes a Lover (1994),U Turn (1997),Devil in a Blue Dress (1995),Grease 2 (1982),Mr. Wonderful (1993)
So I Married an Axe Murderer (1993),Clean Slate (1994),Delta of Venus (1994),Tom & Viv (1994),Two Bits (1995),Anne Frank Remembered (1995),When a Man Loves a Woman (1994),Fall (1997),Miller's Crossing (1990),Priest (1994)
Some Like It Hot (1959),Blues Brothers 2000 (1998),"Corrina, Corrina (1994)","Niagara, Niagara (1997)",Fallen (1998),"Convent, The (Convento, O) (1995)","Thin Blue Line, The (1988)","Love Bug, The (1969)","Madness of King George, The (1994)","Kid in King Arthur's Court, A (1995)"
Down by Law (1986),Chasing Amy (1997),Bonnie and Clyde (1967),The Courtyard (1995),Get Shorty (1995),Nikita (La Femme Nikita) (1990),"Streetcar Named Desire, A (1951)","Godfather, The (1972)",King of New York (1990),Independence Day (ID4) (1996)
"Ice Storm, The (1997)",My Life as a Dog (Mitt liv som hund) (1985),My Fair Lady (1964),Princess Caraboo (1994),Eraser (1996),Outbreak (1995),Spy Hard (1996),"Little Princess, The (1939)",Devil in a Blue Dress (1995),Kolya (1996)
Clean Slate (1994),Liebelei (1933),Tom & Viv (1994),When Night Is Falling (1995),Fair Game (1995),Welcome To Sarajevo (1997),Delta of Venus (1994),So I Married an Axe Murderer (1993),1-900 (1994),Devil in a Blue Dress (1995)
Conspiracy Theory (1997),"Whole Wide World, The (1996)",Six Degrees of Separation (1993),Rudy (1993),"Substance of Fire, The (1996)","Usual Suspects, The (1995)","Game, The (1997)","Secret Adventures of Tom Thumb, The (1993)",Body Snatchers (1993),JLG/JLG - autoportrait de décembre (1994)
Clean Slate (1994),Priest (1994),Young Guns (1988),Devil in a Blue Dress (1995),Delta of Venus (1994),"First Wives Club, The (1996)",Tom & Viv (1994),Duck Soup (1933),Fear (1996),Pulp Fiction (1994)
Aliens (1986),Anna Karenina (1997),Another Stakeout (1993),Stuart Saves His Family (1995),Muppet Treasure Island (1996),Wild Reeds (1994),Rudy (1993),Tokyo Fist (1995),Children of the Revolution (1996),Rebel Without a Cause (1955)
Rebecca (1940),That Old Feeling (1997),Power 98 (1995),"Unbearable Lightness of Being, The (1988)",Mary Shelley's Frankenstein (1994),Hugo Pool (1997),Picture Bride (1995),Marked for Death (1990),Sirens (1994),Manhattan Murder Mystery (1993)
Dave (1993),GoldenEye (1995),Death in Brunswick (1991),Tales from the Hood (1995),Mary Shelley's Frankenstein (1994),Lawnmower Man 2: Beyond Cyberspace (1996),"NeverEnding Story III, The (1994)",Nobody Loves Me (Keiner liebt mich) (1994),Batman & Robin (1997),"Maybe, Maybe Not (Bewegte Mann, Der) (1994)"
Delta of Venus (1994),Tom & Viv (1994),So I Married an Axe Murderer (1993),When a Man Loves a Woman (1994),Conspiracy Theory (1997),Fear (1996),Anne Frank Remembered (1995),"Murder, My Sweet (1944)","Colonel Chabert, Le (1994)",Two Bits (1995)
Conspiracy Theory (1997),Touch of Evil (1958),Priest (1994),Trees Lounge (1996),My Fair Lady (1964),Alien 3 (1992),Houseguest (1994),"Relic, The (1997)",Lawrence of Arabia (1962),Eraser (1996)
Monty Python's Life of Brian (1979),Thinner (1996),Beverly Hills Ninja (1997),When a Man Loves a Woman (1994),Cat on a Hot Tin Roof (1958),Romeo Is Bleeding (1993),"Misérables, Les (1995)",Get Shorty (1995),Reservoir Dogs (1992),Angel Baby (1995)
"Godfather, The (1972)","Crying Game, The (1992)","Secret Garden, The (1993)",Rosewood (1997),"To Have, or Not (1995)",Poison Ivy II (1995),Good Morning (1971),Tom & Viv (1994),Seven Years in Tibet (1997),"Associate, The (1996)"
"Beans of Egypt, Maine, The (1994)",Looking for Richard (1996),"Apartment, The (1960)",Picture Bride (1995),It Could Happen to You (1994),"Steal Big, Steal Little (1995)","Great Escape, The (1963)",Spanking the Monkey (1994),Hoodlum (1997),Desperate Measures (1998)
Delta of Venus (1994),Fear (1996),Tom & Viv (1994),So I Married an Axe Murderer (1993),Clean Slate (1994),In Love and War (1996),"Browning Version, The (1994)",Conspiracy Theory (1997),187 (1997),Vampire in Brooklyn (1995)
Rudy (1993),Another Stakeout (1993),"Stars Fell on Henrietta, The (1995)","Clockwork Orange, A (1971)","Simple Twist of Fate, A (1994)",Rebecca (1940),Leave It to Beaver (1997),"Big Bang Theory, The (1994)","Whole Wide World, The (1996)",Tokyo Fist (1995)
Contact (1997),"Ice Storm, The (1997)","Big Bang Theory, The (1994)",Gaslight (1944),"Full Monty, The (1997)","Red Firecracker, Green Firecracker (1994)",Butch Cassidy and the Sundance Kid (1969),Fly Away Home (1996),Picture Bride (1995),Primary Colors (1998)
City Hall (1996),Fear (1996),Conspiracy Theory (1997),Mighty Aphrodite (1995),"Substance of Fire, The (1996)",Duoluo tianshi (1995),Tokyo Fist (1995),Widows' Peak (1994),Yankee Zulu (1994),Speed (1994)
"Game, The (1997)","Thin Man, The (1934)",Tom & Viv (1994),Heathers (1989),"Devil's Own, The (1997)",Full Speed (1996),JLG/JLG - autoportrait de décembre (1994),Delicatessen (1991),Aliens (1986),Hugo Pool (1997)
Rudy (1993),First Kid (1996),"Little Princess, The (1939)",Seven (Se7en) (1995),Powder (1995),2 Days in the Valley (1996),Devil in a Blue Dress (1995),Blade Runner (1982),"Substance of Fire, The (1996)",My Fair Lady (1964)
Tom & Viv (1994),It's My Party (1995),When a Man Loves a Woman (1994),Devil in a Blue Dress (1995),Two Bits (1995),Titanic (1997),Primal Fear (1996),Breaking the Waves (1996),So I Married an Axe Murderer (1993),Fear (1996)
Con Air (1997),Days of Thunder (1990),Executive Decision (1996),"Birds, The (1963)",Donnie Brasco (1997),"Awfully Big Adventure, An (1995)",Burnt By the Sun (1994),Tomorrow Never Dies (1997),Rumble in the Bronx (1995),Foreign Correspondent (1940)
Tom & Viv (1994),Fear (1996),Delta of Venus (1994),When a Man Loves a Woman (1994),Clean Slate (1994),Pharaoh's Army (1995),Rudy (1993),So I Married an Axe Murderer (1993),"First Wives Club, The (1996)",Devil in a Blue Dress (1995)
"First Wives Club, The (1996)",For Ever Mozart (1996),Jade (1995),Tom & Viv (1994),Benny & Joon (1993),Duck Soup (1933),Fear (1996),"Stars Fell on Henrietta, The (1995)","Funeral, The (1996)",Rudy (1993)
Rudy (1993),Benny & Joon (1993),Fearless (1993),Trees Lounge (1996),For Ever Mozart (1996),Die Hard: With a Vengeance (1995),"Hunted, The (1995)",Men in Black (1997),"Omen, The (1976)",My Fair Lady (1964)
2001: A Space Odyssey (1968),"Beans of Egypt, Maine, The (1994)",Rebecca (1940),"Room with a View, A (1986)",Some Mother's Son (1996),Batman & Robin (1997),His Girl Friday (1940),"Shining, The (1980)","Birds, The (1963)",Love in the Afternoon (1957)
Clean Slate (1994),"Godfather, The (1972)",Pharaoh's Army (1995),Tom & Viv (1994),So I Married an Axe Murderer (1993),Night Falls on Manhattan (1997),"Thin Line Between Love and Hate, A (1996)",Starship Troopers (1997),Titanic (1997),Mute Witness (1994)
Pink Floyd - The Wall (1982),Children of the Revolution (1996),Seven (Se7en) (1995),Rudy (1993),To Catch a Thief (1955),Eraser (1996),Delicatessen (1991),"Little Rascals, The (1994)","Ice Storm, The (1997)",Young Guns (1988)
Leave It to Beaver (1997),Good Morning (1971),Lotto Land (1995),My Fair Lady (1964),Far From Home: The Adventures of Yellow Dog (1995),Rudy (1993),Circle of Friends (1995),Addicted to Love (1997),For Ever Mozart (1996),Dirty Dancing (1987)
Hard Eight (1996),"American Werewolf in London, An (1981)",Stuart Saves His Family (1995),"Murder, My Sweet (1944)",Sense and Sensibility (1995),"Paris, Texas (1984)",Destiny Turns on the Radio (1995),Another Stakeout (1993),Young Guns (1988),"First Wives Club, The (1996)"
"Lost World: Jurassic Park, The (1997)","Davy Crockett, King of the Wild Frontier (1955)","Paris, Texas (1984)",In the Name of the Father (1993),Devil in a Blue Dress (1995),"Fear, The (1995)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),"Sword in the Stone, The (1963)",Donnie Brasco (1997),Delta of Venus (1994)
Die Hard (1988),Farmer & Chase (1995),Delta of Venus (1994),Citizen Kane (1941),"Postino, Il (1994)",So I Married an Axe Murderer (1993),Star Trek: The Motion Picture (1979),When a Man Loves a Woman (1994),Angel and the Badman (1947),Little Women (1994)
Body Snatchers (1993),Rudy (1993),Two Bits (1995),Gumby: The Movie (1995),Tom & Viv (1994),Delta of Venus (1994),Titanic (1997),For Ever Mozart (1996),Pink Floyd - The Wall (1982),Devil in a Blue Dress (1995)
Tom & Viv (1994),JLG/JLG - autoportrait de décembre (1994),Reckless (1995),Devil in a Blue Dress (1995),Delta of Venus (1994),Clean Slate (1994),Body Snatchers (1993),Liebelei (1933),Conspiracy Theory (1997),Vampire in Brooklyn (1995)
"Unbearable Lightness of Being, The (1988)",Space Jam (1996),"Godfather: Part II, The (1974)","Ghost and Mrs. Muir, The (1947)",Supercop (1992),Angels and Insects (1995),All Over Me (1997),Three Lives and Only One Death (1996),"Shawshank Redemption, The (1994)","Maybe, Maybe Not (Bewegte Mann, Der) (1994)"
Delta of Venus (1994),Rudy (1993),Tom & Viv (1994),When a Man Loves a Woman (1994),Devil in a Blue Dress (1995),Short Cuts (1993),Fear (1996),Delicatessen (1991),Crumb (1994),Go Fish (1994)
Jerry Maguire (1996),Face/Off (1997),Sense and Sensibility (1995),Delta of Venus (1994),Broken Arrow (1996),Two Bits (1995),When a Man Loves a Woman (1994),Naked (1993),"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)","Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)"
When a Man Loves a Woman (1994),Tom & Viv (1994),Bhaji on the Beach (1993),Touch (1997),Bulletproof (1996),"Nightmare on Elm Street, A (1984)","Designated Mourner, The (1997)",Shopping (1994),Rudy (1993),Fear (1996)
Daylight (1996),Fear (1996),Star Trek: Generations (1994),Rebel Without a Cause (1955),Tokyo Fist (1995),Star Trek V: The Final Frontier (1989),Die Hard: With a Vengeance (1995),"Ice Storm, The (1997)",Funny Face (1957),Antonia's Line (1995)
Blade Runner (1982),Raiders of the Lost Ark (1981),Dave (1993),Clean Slate (1994),"Ice Storm, The (1997)",Just Cause (1995),"Big Sleep, The (1946)",Boomerang (1992),"Paper, The (1994)",Farmer & Chase (1995)
Devil in a Blue Dress (1995),Delta of Venus (1994),Shopping (1994),JLG/JLG - autoportrait de décembre (1994),When a Man Loves a Woman (1994),"Ice Storm, The (1997)",Roman Holiday (1953),For Ever Mozart (1996),Duoluo tianshi (1995),Nobody's Fool (1994)
G.I. Jane (1997),"Edge, The (1997)",Kolya (1996),Romeo Is Bleeding (1993),"Big Bang Theory, The (1994)",Lawnmower Man 2: Beyond Cyberspace (1996),E.T. the Extra-Terrestrial (1982),Speechless (1994),"Cement Garden, The (1993)","Time to Kill, A (1996)"
Candyman: Farewell to the Flesh (1995),Batman Forever (1995),Moll Flanders (1996),Happy Gilmore (1996),Devil in a Blue Dress (1995),Nina Takes a Lover (1994),Conspiracy Theory (1997),Nico Icon (1995),Delicatessen (1991),"Clockwork Orange, A (1971)"
"Silence of the Lambs, The (1991)",Dead Man Walking (1995),Wings of Desire (1987),Bad Company (1995),"Game, The (1997)",It Happened One Night (1934),Condition Red (1995),Denise Calls Up (1995),So I Married an Axe Murderer (1993),When We Were Kings (1996)
Waterworld (1995),Duoluo tianshi (1995),Emma (1996),Paths of Glory (1957),"Silence of the Palace, The (Saimt el Qusur) (1994)",Home Alone 3 (1997),Another Stakeout (1993),Trees Lounge (1996),Beyond Rangoon (1995),Conspiracy Theory (1997)
Delta of Venus (1994),Tom & Viv (1994),When a Man Loves a Woman (1994),Shopping (1994),Terminator 2: Judgment Day (1991),Titanic (1997),Grease 2 (1982),"American Werewolf in London, An (1981)",For Ever Mozart (1996),Beauty and the Beast (1991)
Star Trek IV: The Voyage Home (1986),Phantoms (1998),Aladdin (1992),Mr. Jones (1993),Die Hard (1988),Bastard Out of Carolina (1996),Delta of Venus (1994),Like Water For Chocolate (Como agua para chocolate) (1992),Executive Decision (1996),Burnt By the Sun (1994)
"Ice Storm, The (1997)",Mighty Aphrodite (1995),"Silence of the Lambs, The (1991)",Frisk (1995),Naked (1993),Boxing Helena (1993),"Bewegte Mann, Der (1994)",Psycho (1960),Hard Eight (1996),Kaspar Hauser (1993)
"Women, The (1939)",Star Trek: Generations (1994),Clean Slate (1994),Naked Gun 33 1/3: The Final Insult (1994),"First Wives Club, The (1996)",Bulletproof (1996),"Reluctant Debutante, The (1958)",So I Married an Axe Murderer (1993),Exit to Eden (1994),Homeward Bound II: Lost in San Francisco (1996)
Tom & Viv (1994),Devil in a Blue Dress (1995),Grease 2 (1982),"Substance of Fire, The (1996)",Picture Bride (1995),Delicatessen (1991),"First Wives Club, The (1996)",Heaven's Prisoners (1996),Highlander (1986),Stuart Saves His Family (1995)
Tom & Viv (1994),JLG/JLG - autoportrait de décembre (1994),"Quick and the Dead, The (1995)",Delta of Venus (1994),"Colonel Chabert, Le (1994)",Homeward Bound II: Lost in San Francisco (1996),Devil in a Blue Dress (1995),Vampire in Brooklyn (1995),Men in Black (1997),Conspiracy Theory (1997)
Clean Slate (1994),Devil in a Blue Dress (1995),So I Married an Axe Murderer (1993),Liebelei (1933),JLG/JLG - autoportrait de décembre (1994),"Colonel Chabert, Le (1994)",Titanic (1997),Angel and the Badman (1947),Hard Eight (1996),"American Werewolf in London, An (1981)"
Richie Rich (1994),U Turn (1997),Devil in a Blue Dress (1995),Houseguest (1994),My Fair Lady (1964),Lashou shentan (1992),Eraser (1996),White Squall (1996),Another Stakeout (1993),Some Like It Hot (1959)
"39 Steps, The (1935)",Tom & Viv (1994),It's a Wonderful Life (1946),Reckless (1995),Priest (1994),For Ever Mozart (1996),Bulletproof (1996),Breakfast at Tiffany's (1961),Clean Slate (1994),"Getaway, The (1994)"
Tokyo Fist (1995),"Omen, The (1976)",Wild America (1997),Rebel Without a Cause (1955),Good Morning (1971),To Be or Not to Be (1942),Conspiracy Theory (1997),Shadowlands (1993),Night on Earth (1991),Dangerous Ground (1997)
"Godfather, The (1972)","Game, The (1997)",Primal Fear (1996),Pharaoh's Army (1995),Commandments (1997),"Big Sleep, The (1946)",When a Man Loves a Woman (1994),Highlander (1986),Sling Blade (1996),Dead Man Walking (1995)
Before and After (1996),Another Stakeout (1993),Rudy (1993),First Kid (1996),Jade (1995),Delicatessen (1991),"Substance of Fire, The (1996)",Amityville II: The Possession (1982),Blade Runner (1982),"Slingshot, The (1993)"
Duck Soup (1933),"Clockwork Orange, A (1971)",Dream With the Fishes (1997),Mr. Wonderful (1993),Arsenic and Old Lace (1944),"Big Sleep, The (1946)","Wizard of Oz, The (1939)",Little Women (1994),Blood Beach (1981),"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
Delta of Venus (1994),Richie Rich (1994),Tom & Viv (1994),JLG/JLG - autoportrait de décembre (1994),When a Man Loves a Woman (1994),Devil in a Blue Dress (1995),Aladdin (1992),Fear (1996),Duoluo tianshi (1995),1-900 (1994)
Raging Bull (1980),Amadeus (1984),Wild Things (1998),Kaspar Hauser (1993),Basquiat (1996),Screamers (1995),Love! Valour! Compassion! (1997),Star Trek IV: The Voyage Home (1986),Naked (1993),Homage (1995)
Tom & Viv (1994),Delta of Venus (1994),Reckless (1995),Titanic (1997),Another Stakeout (1993),"First Wives Club, The (1996)","Other Voices, Other Rooms (1997)",When a Man Loves a Woman (1994),Go Fish (1994),Two Bits (1995)
Delta of Venus (1994),Reckless (1995),Tom & Viv (1994),Devil in a Blue Dress (1995),Clean Slate (1994),"Game, The (1997)",For Ever Mozart (1996),Mighty Aphrodite (1995),Titanic (1997),Two Bits (1995)
Rudy (1993),Happy Gilmore (1996),"Quest, The (1996)",When We Were Kings (1996),City of Industry (1997),Delicatessen (1991),JLG/JLG - autoportrait de décembre (1994),Die Hard: With a Vengeance (1995),White Squall (1996),My Fair Lady (1964)
Forrest Gump (1994),Ed Wood (1994),Rosewood (1997),Dumbo (1941),Contact (1997),Four Days in September (1997),"Visitors, The (Visiteurs, Les) (1993)",Picnic (1955),"Apple Dumpling Gang, The (1975)","Gay Divorcee, The (1934)"
Another Stakeout (1993),Addicted to Love (1997),National Lampoon's Senior Trip (1995),Nil By Mouth (1997),GoldenEye (1995),Eraser (1996),"Inkwell, The (1994)",Star Trek: Generations (1994),Benny & Joon (1993),"Game, The (1997)"
Nina Takes a Lover (1994),Babe (1995),"Walk in the Sun, A (1945)",Amityville II: The Possession (1982),Good Morning (1971),Money Train (1995),Full Metal Jacket (1987),E.T. the Extra-Terrestrial (1982),Delicatessen (1991),Casper (1995)
Rear Window (1954),"Portrait of a Lady, The (1996)",Copycat (1995),Delta of Venus (1994),Welcome to the Dollhouse (1995),"Last Time I Saw Paris, The (1954)",Grease (1978),Tom & Viv (1994),Poison Ivy II (1995),Chasing Amy (1997)
"Game, The (1997)",Clean Slate (1994),Condition Red (1995),Aliens (1986),Young Guns (1988),Devil in a Blue Dress (1995),Larger Than Life (1996),"First Wives Club, The (1996)","Awfully Big Adventure, An (1995)",Homeward Bound II: Lost in San Francisco (1996)
Marked for Death (1990),"Celluloid Closet, The (1995)","Love Bug, The (1969)",Mrs. Parker and the Vicious Circle (1994),Crossfire (1947),Fantasia (1940),Manhattan Murder Mystery (1993),"Beans of Egypt, Maine, The (1994)","Parent Trap, The (1961)",Three Colors: Blue (1993)
Delicatessen (1991),Tom & Viv (1994),"Quick and the Dead, The (1995)",Monty Python and the Holy Grail (1974),Fall (1997),Conspiracy Theory (1997),Disclosure (1994),Nina Takes a Lover (1994),Absolute Power (1997),Liebelei (1933)
Clean Slate (1994),Delta of Venus (1994),When a Man Loves a Woman (1994),Lawrence of Arabia (1962),"Fugitive, The (1993)","Usual Suspects, The (1995)",It's My Party (1995),"Murder, My Sweet (1944)",Devil in a Blue Dress (1995),It Happened One Night (1934)
Delta of Venus (1994),Young Guns (1988),Independence Day (ID4) (1996),"Clockwork Orange, A (1971)",Tom & Viv (1994),"Piano, The (1993)","Murder, My Sweet (1944)",Star Trek: The Motion Picture (1979),Duck Soup (1933),Fear (1996)
"Empire Strikes Back, The (1980)",Benny & Joon (1993),Pollyanna (1960),"Whole Wide World, The (1996)",Trees Lounge (1996),Richie Rich (1994),"Substance of Fire, The (1996)","Quest, The (1996)",Mad Love (1995),Terminal Velocity (1994)
Grease 2 (1982),Vampire in Brooklyn (1995),Delta of Venus (1994),Roommates (1995),"Substance of Fire, The (1996)",Soul Food (1997),Nina Takes a Lover (1994),Eve's Bayou (1997),Mr. Jones (1993),Fear (1996)
Scream (1996),"Wizard of Oz, The (1939)",Waiting for Guffman (1996),Wings of Desire (1987),"Killing Fields, The (1984)","Gay Divorcee, The (1934)",Fear of a Black Hat (1993),Meet Me in St. Louis (1944),Shadowlands (1993),Loaded (1994)
"First Wives Club, The (1996)",Devil in a Blue Dress (1995),Tom & Viv (1994),Titanic (1997),When a Man Loves a Woman (1994),It's My Party (1995),Crumb (1994),Waiting for Guffman (1996),Delta of Venus (1994),Two Bits (1995)
"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Maya Lin: A Strong Clear Vision (1994),For the Moment (1994),Delicatessen (1991),"Outlaw, The (1943)","Simple Wish, A (1997)",Herbie Rides Again (1974),Lawnmower Man 2: Beyond Cyberspace (1996),Stonewall (1995),Star Maps (1997)
So I Married an Axe Murderer (1993),Titanic (1997),Delta of Venus (1994),Nina Takes a Lover (1994),"First Wives Club, The (1996)",Hard Eight (1996),Tom & Viv (1994),Two Bits (1995),It's My Party (1995),Reckless (1995)
Get Shorty (1995),Nothing to Lose (1994),Old Yeller (1957),"Beans of Egypt, Maine, The (1994)",Star Wars (1977),Dumbo (1941),"Invitation, The (Zaproszenie) (1986)",Hurricane Streets (1998),"Beautician and the Beast, The (1997)",That Darn Cat! (1997)
"Secret Agent, The (1996)",Conspiracy Theory (1997),JLG/JLG - autoportrait de décembre (1994),"Ice Storm, The (1997)",Devil in a Blue Dress (1995),When a Man Loves a Woman (1994),Speechless (1994),Nico Icon (1995),"Associate, The (1996)",Delicatessen (1991)
Die Hard: With a Vengeance (1995),Rudy (1993),Delicatessen (1991),Conspiracy Theory (1997),When We Were Kings (1996),Wild Things (1998),U Turn (1997),For Ever Mozart (1996),Beyond Rangoon (1995),Stuart Saves His Family (1995)
"Time to Kill, A (1996)",What Happened Was... (1994),Calendar Girl (1993),Rough Magic (1995),Love Serenade (1996),The Courtyard (1995),Mixed Nuts (1994),Stripes (1981),Platoon (1986),Mulholland Falls (1996)
Another Stakeout (1993),When a Man Loves a Woman (1994),Conspiracy Theory (1997),Rudy (1993),In the Name of the Father (1993),Stuart Saves His Family (1995),City Hall (1996),Devil in a Blue Dress (1995),Seven (Se7en) (1995),Beauty and the Beast (1991)
"Clockwork Orange, A (1971)",Mighty Aphrodite (1995),"Game, The (1997)",Wild Things (1998),Cobb (1994),Night Falls on Manhattan (1997),Shopping (1994),First Kid (1996),Young Guns (1988),Lotto Land (1995)
GoodFellas (1990),Terminator 2: Judgment Day (1991),Primal Fear (1996),That Darn Cat! (1997),Real Genius (1985),Return of the Jedi (1983),Hard Target (1993),Jaws (1975),McHale's Navy (1997),Fire on the Mountain (1996)
"Colonel Chabert, Le (1994)",Bulletproof (1996),Shopping (1994),Fear (1996),Richie Rich (1994),Delicatessen (1991),Boogie Nights (1997),Gumby: The Movie (1995),Fall (1997),Tom & Viv (1994)
Beauty and the Beast (1991),Cobb (1994),Duck Soup (1933),Priest (1994),Tom & Viv (1994),Liebelei (1933),"Funeral, The (1996)","Walk in the Sun, A (1945)",Benny & Joon (1993),Wild Things (1998)
Delta of Venus (1994),Tom & Viv (1994),Rudy (1993),For Ever Mozart (1996),"Simple Twist of Fate, A (1994)",Body Snatchers (1993),Groundhog Day (1993),Clean Slate (1994),"Game, The (1997)",Richie Rich (1994)
